3.996747e+002,0.000000e+000
4.001569e+002,0.000000e+000
4.006390e+002,0.000000e+000
4.011211e+002,7.303136e+001
4.016032e+002,7.364280e+001
4.020853e+002,7.425935e+001
4.025674e+002,7.488840e+001
4.030496e+002,7.550798e+001
4.035317e+002,7.610709e+001
4.040138e+002,7.665742e+001
4.044959e+002,7.714285e+001
4.049780e+002,7.751232e+001
4.054601e+002,7.768389e+001
4.059423e+002,7.773222e+001
4.064244e+002,7.770178e+001
4.069065e+002,7.760624e+001
4.073886e+002,7.747501e+001
4.078707e+002,7.730593e+001
4.083528e+002,7.710033e+001
4.088350e+002,7.687709e+001
4.093171e+002,7.666019e+001
4.097992e+002,7.643491e+001
4.102813e+002,7.619466e+001
4.107634e+002,7.593926e+001
4.112455e+002,7.566367e+001
4.117277e+002,7.537601e+001
4.122098e+002,7.508007e+001
4.126919e+002,7.478339e+001
4.131740e+002,7.449940e+001
4.136561e+002,7.421352e+001
4.141382e+002,7.391917e+001
4.146204e+002,7.360654e+001
4.151025e+002,7.325661e+001
4.155846e+002,7.289134e+001
4.160667e+002,7.252318e+001
4.165488e+002,7.216032e+001
4.170309e+002,7.181781e+001
4.175131e+002,7.148653e+001
4.179952e+002,7.116216e+001
4.184773e+002,7.084571e+001
4.189594e+002,7.053624e+001
4.194415e+002,7.023537e+001
4.199236e+002,6.994399e+001
4.204058e+002,6.966338e+001
4.208879e+002,6.939577e+001
4.213700e+002,6.913908e+001
4.218521e+002,6.889226e+001
4.223342e+002,6.865467e+001
4.228163e+002,6.842496e+001
4.232985e+002,6.820431e+001
4.237806e+002,6.799333e+001
4.242627e+002,6.779225e+001
4.247448e+002,6.760160e+001
4.252269e+002,6.742107e+001
4.257090e+002,6.725070e+001
4.261912e+002,6.708989e+001
4.266733e+002,6.693732e+001
4.271554e+002,6.679523e+001
4.276375e+002,6.666479e+001
4.281196e+002,6.654778e+001
4.286017e+002,6.644736e+001
4.290839e+002,6.636063e+001
4.295660e+002,6.628593e+001
4.300481e+002,6.622292e+001
4.305302e+002,6.617088e+001
4.310123e+002,6.612949e+001
4.314944e+002,6.609828e+001
4.319766e+002,6.607716e+001
4.324587e+002,6.606647e+001
4.329408e+002,6.606447e+001
4.334229e+002,6.607000e+001
4.339050e+002,6.608159e+001
4.343871e+002,6.609692e+001
4.348693e+002,6.611727e+001
4.353514e+002,6.614293e+001
4.358335e+002,6.617462e+001
4.363156e+002,6.621433e+001
4.367977e+002,6.625861e+001
4.372798e+002,6.630515e+001
4.377620e+002,6.635242e+001
4.382441e+002,6.639815e+001
4.387262e+002,6.644231e+001
4.392083e+002,6.648432e+001
4.396904e+002,6.652367e+001
4.401725e+002,6.656052e+001
4.406547e+002,6.659232e+001
4.411368e+002,6.661729e+001
4.416189e+002,6.663322e+001
4.421010e+002,6.663689e+001
4.425831e+002,6.662959e+001
4.430652e+002,6.661165e+001
4.435474e+002,6.658256e+001
4.440295e+002,6.654220e+001
4.445116e+002,6.648969e+001
4.449937e+002,6.642472e+001
4.454758e+002,6.634550e+001
4.459579e+002,6.624901e+001
4.464401e+002,6.613883e+001
4.469222e+002,6.601732e+001
4.474043e+002,6.588523e+001
4.478864e+002,6.574380e+001
4.483685e+002,6.559392e+001
4.488506e+002,6.543668e+001
4.493328e+002,6.527264e+001
4.498149e+002,6.510178e+001
4.502970e+002,6.492675e+001
4.507791e+002,6.474944e+001
4.512612e+002,6.457199e+001
4.517433e+002,6.439743e+001
4.522255e+002,6.422495e+001
4.527076e+002,6.405466e+001
4.531897e+002,6.388686e+001
4.536718e+002,6.372105e+001
4.541539e+002,6.355969e+001
4.546360e+002,6.340455e+001
4.551182e+002,6.325722e+001
4.556003e+002,6.311992e+001
4.560824e+002,6.299244e+001
4.565645e+002,6.287509e+001
4.570466e+002,6.276852e+001
4.575287e+002,6.267302e+001
4.580109e+002,6.258997e+001
4.584930e+002,6.252037e+001
4.589751e+002,6.246571e+001
4.594572e+002,6.242820e+001
4.599393e+002,6.240680e+001
4.604214e+002,6.240107e+001
4.609036e+002,6.241171e+001
4.613857e+002,6.243950e+001
4.618678e+002,6.248378e+001
4.623499e+002,6.254403e+001
4.628320e+002,6.262066e+001
4.633141e+002,6.271443e+001
4.637963e+002,6.282389e+001
4.642784e+002,6.294803e+001
4.647605e+002,6.308635e+001
4.652426e+002,6.323818e+001
4.657247e+002,6.340305e+001
4.662068e+002,6.358033e+001
4.666890e+002,6.376980e+001
4.671711e+002,6.397160e+001
4.676532e+002,6.418406e+001
4.681353e+002,6.440597e+001
4.686174e+002,6.463604e+001
4.690995e+002,6.487251e+001
4.695817e+002,6.511556e+001
4.700638e+002,6.536504e+001
4.705459e+002,6.562030e+001
4.710280e+002,6.588090e+001
4.715101e+002,6.614610e+001
4.719922e+002,6.641547e+001
4.724744e+002,6.668766e+001
4.729565e+002,6.696059e+001
4.734386e+002,6.723594e+001
4.739207e+002,6.751465e+001
4.744028e+002,6.779710e+001
4.748849e+002,6.808432e+001
4.753671e+002,6.837547e+001
4.758492e+002,6.866998e+001
4.763313e+002,6.896800e+001
4.768134e+002,6.926970e+001
4.772955e+002,6.957436e+001
4.777776e+002,6.988132e+001
4.782598e+002,7.019058e+001
4.787419e+002,7.050243e+001
4.792240e+002,7.081532e+001
4.797061e+002,7.112820e+001
4.801882e+002,7.143975e+001
4.806703e+002,7.174787e+001
4.811525e+002,7.205354e+001
4.816346e+002,7.235722e+001
4.821167e+002,7.265849e+001
4.825988e+002,7.295716e+001
4.830809e+002,7.325317e+001
4.835630e+002,7.354637e+001
4.840452e+002,7.383674e+001
4.845273e+002,7.412438e+001
4.850094e+002,7.440881e+001
4.854915e+002,7.468956e+001
4.859736e+002,7.496654e+001
